name,price,OCrate,neighbor,property_type,bed,bath
 The Blue House in Ft Greene ,$201/night, 75%  ,Clinton Hill ,Apartment,3,1
 Cozy 1 bedroom in AMAZING  location. ,$182/night, 76%  ,NoHo ,Apartment,1,1
 Shay's Place #2 ( Studio Apt. ) 5 mins from JFK ,$74/night, 82%  ,Springfield Gardens ,Apartment,1,1
 Gorgeous One Bedroom in Clinton Hill ,$122/night, 94%  ,Clinton Hill ,Apartment,1,1
 Bright & Large Open Studio 15 Min To Manhattan ,$91/night, 87%  ,Maspeth ,Apartment,2,1
 *Upper East Side Cozy 1 Bedroom* ,$152/night, 53%  ,Sutton Place ,Apartment,1,1
" Spacious, artistic 1-bedroom near The Cloisters! ",$102/night, 100%  ,Washington Heights ,Apartment,2,1
 Bronx Bestie! ,$105/night, 79%  ,West Farms ,Apartment,1,1
" THE ARTIST’S ALCOVE. Best location, great view. ",$296/night, 48%  ,Battery Park ,Apartment,2,1
" Brooklyn Factory Conversion -Bright, Plant Filled ",$120/night, 68%  ,Clinton Hill ,Loft,1,1
 Spacious East Village 1 BR on 14th St! ,$161/night, 92%  ,NoHo ,Apartment,2,1
 Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan ,$150/night, 51%  ,Brownsville ,Apartment,4,1
 2BED 2 BATH LINCOLN CENTER / RIVER VIEW ,$254/night, 48%  ,Upper West Side ,Apartment,2,2
 Garden Apartment with Patio . ,$123/night, 66%  ,Ozone Park ,Apartment,2,1
 Sunny 2 br apartment in Prospect Lefferts Gardens ,$167/night, 63%  ,Prospect Park South ,Apartment,3,1
 Spacious 2-bed Apt. Quiet w/garden.Family friendly ,$261/night, 31%  ,Wingate ,Apartment,3,1.5
 Quiet 2 bdrm-Little Italy-750 Sq Ft ,$198/night, 82%  ,Chinatown ,Apartment,4,1
 Spacious 1 BR Apt w/ Private entrance near subway ,$135/night, 84%  ,East Village ,Apartment,3,1
 Ashes Cove ,$213/night, 38%  ,Springfield Gardens ,Apartment,3,1
 Great location bay ridge off shore road ,$126/night, 56%  ,Fort Hamilton ,Apartment,2,1
" Sunny, Entire Top Floor of Harlem Brownstone! ",$129/night, 92%  ,Manhattanville ,Apartment,1,1
 Lovely Two Room Studio in Marine Park Brooklyn ,$75/night, 87%  ,Gerritsen Beach ,Apartment,1,1
 Industrial Modernism Flex 2br Loft! ,$150/night, 4%  ,Sunnyside ,Serviced apartment,N/A,1
 Comfy Cozy ,$129/night, 16%  ,Canarsie ,House,2,1
 Fabulous City View Studio Loft ,$127/night, 29%  ,Blissville ,Serviced apartment,N/A,1
 Closest to Home ,$92/night, 74%  ,Bushwick ,Townhouse,6,1
" Private and Cozy Studio  Pelham Gardens - Bx, NY. ",$61/night, 91%  ,Co-op City ,Apartment,1,1
 Comfortable and lovely furnished studio apartment ,$87/night, 88%  ,Hunters Point ,Apartment,1,1
" Large, Charming & Sunny 2 Bedroom in Brooklyn! ",$311/night, 40%  ,Park Slope ,Apartment,3,1
 Luxury Apartment Central Park - Times Square ,$328/night, 87%  ,Clinton ,Apartment,1,1
 Soho | Greenwich Village 1 Bedroom ,$209/night, 84%  ,NoHo ,Apartment,2,1
 Trendy & Bright Dumbo 1 Bed ,$189/night, 96%  ,Clinton Hill ,Apartment,1,1
 Beautiful Brooklyn Brownstone in Boerum Hill ,$146/night, 90%  ,Park Slope ,Apartment,2,1
 Great Studio! ,$90/night, 98%  ,Manhattanville ,Apartment,1,1
 Sunny guest apt w eat-in kitchen near prospect prk ,$179/night, 40%  ,Park Slope ,Apartment,3,1
 Greenpoint Waterfront Loft ,$185/night, 100%  ,Greenpoint ,Apartment,1,1
 Convenient 2 BR in Downtown Flushing Chinatown ,$102/night, 84%  ,Flushing ,Condominium,2,1
 Cherry Hill - !Free Parking!- ,$100/night, 67%  ,Port Morris ,House,1,1
 Beautiful 1 bed right off express train in Harlem! ,$96/night, 81%  ,Manhattanville ,Apartment,2,1
 Full Apartment / 1 Bedroom ( Lower Level) ,$72/night, 59%  ,Kew Gardens ,Apartment,2,1
 Hamilton Beach House ,$97/night, 82%  ,Howard Beach ,House,4,1
 2BED 2 BATH / HIGH FLOOR/ BALCONY/ COLUMBUS CIRCLE ,$280/night, 71%  ,Upper West Side ,Apartment,2,2
 Massive Luxury 1BR Condo in Astoria / LIC ,$225/night, 5%  ,Astoria Heights ,Apartment,1,1
 Beautiful Manhattan Apt with Private Garden! ,$272/night, 85%  ,Carnegie Hill ,Apartment,3,3
 LArge one bed open kitchen Free Gym ,$185/night, 2%  ,Murray Hill ,Apartment,1,1
 Yinka's Guest house ,$195/night, 7%  ,Brownsville ,Apartment,4,1
 2BED 2BATH PRIVATE BALCONY / COLUMBUS CIRCLE ,$291/night, 84%  ,Columbus Circle ,Apartment,2,2
" Brand new, comfortable, refined, our first!全新,商务最佳 ",$144/night, 83%  ,Flushing ,Apartment,1,1
 BRIGHT AND NEW! 3beds/2baths-Everything you need! ,$166/night, 89%  ,Bushwick ,Apartment,3,2
 Large 1 bedroom apartment next to Prospect Park ,$126/night, 58%  ,Flatbush ,Apartment,3,1
 Renting apt for a weekend getaway ,$100/night, 52%  ,Washington Heights ,Apartment,1,1
 Red Hook Garden Apartment ,$112/night, 85%  ,Red Hook ,Apartment,2,1
 Spacious charming upper east side apartment ,$237/night, 92%  ,Carnegie Hill ,Apartment,2,1
 2 BR NEW APT/Midtown West/ Manhattan A ,$241/night, 63%  ,Clinton ,Apartment,3,1
 Kid Friendly -20 Min. 2 NYC -Luxury Home- Monthly ,$126/night, 62%  ,North Riverdale ,Guest suite,3,1
 Beautiful two bedroom apartment in Manhattan NYC ,$133/night, 95%  ,High Bridge ,Apartment,3,1
 East Side Luxury Aprtment One Bedroom ,$196/night, 66%  ,Carnegie Hill ,Apartment,1,1
 Cozy Apartment. 15 mins away from LGA & Manhattan ,$146/night, 81%  ,Maspeth ,House,3,1
" Spacious, light and clean apartment in Brooklyn ",$139/night, 76%  ,Fort Hamilton ,Apartment,3,1
" Sunny, beautiful and huge one bedroom apartment ",$147/night, 38%  ,Park Slope ,Apartment,1,1
" Affordable, Private, Simple & Clean NYC Flat! ",$113/night, 84%  ,Manhattanville ,Apartment,4,1
 Cozy East Village Studio ,$157/night, 16%  ,East Village ,Apartment,2,1
 Beautiful & Spacious Private Brooklyn Loft ,$120/night, 87%  ,Clinton Hill ,Loft,2,1
" Large Studio Apartment, 15-20mins from downtown ",$125/night, 90%  ,Washington Heights ,Apartment,1,1
 Quiet and private in the heart of Chelsea. ,$184/night, 82%  ,Gramercy ,Condominium,N/A,1
 Harlem Hideaway Garden Apartment ,$108/night, 61%  ,Manhattanville ,Apartment,1,1.5
 1 Bedroom Pre War apt ,$217/night, 90%  ,Midtown ,Apartment,1,1
 ALL new modern apartment of 2 bedroom NYC style!❤️ ,$319/night, 88%  ,Sutton Place ,House,5,1
 Harlem Hideaway Parlor Apartment ,$96/night, 95%  ,Manhattanville ,Apartment,1,1
 2 Bedroom Apt in landmarked Harlem Brownstone ,$163/night, 89%  ,Manhattanville ,Townhouse,3,1
 Cozy studio in Upper East Side ,$121/night, 97%  ,Carnegie Hill ,Apartment,1,1
 Brooklyn-NEW 2-Bdrm Apt in Clinton Hill ,$259/night, 72%  ,Clinton Hill ,Apartment,2,1
 Spacious & Fun 4BR in Amazing Brownstone in Bklyn ,$227/night, 76%  ,Wingate ,Townhouse,5,1.5
 Spacious 1 bdrm apt close to Manhattan & LGA ,$129/night, 86%  ,Woodside ,House,2,1
 2 REAL Bed & Bath in Times Square/ Hell’s Kitchen ,$387/night, 48%  ,Tudor City ,Apartment,2,2
 Cheerful Brooklyn Flat ,$78/night, 76%  ,Flatbush ,Apartment,2,1
" Cozy, Elegant & Spacious Studio in Upper East Side ",$161/night, 76%  ,Carnegie Hill ,Apartment,1,1
" Your home away from home, with a glass of wine! ",$117/night, 41%  ,Bushwick ,Apartment,2,1
 Nice apartment in Manhattan. 5 ,$131/night, 48%  ,Carnegie Hill ,Apartment,1,1
" NEW ROMANTIC SEPARATE APARTMENT , Free parking . ",$119/night, 66%  ,New Dorp ,House,1,1
 Luxury studio ,$163/night, 94%  ,Harlem ,Apartment,2,1
 Harlem Hideaway Studio Apartment ,$83/night, 92%  ,Harlem ,Apartment,1,1
" Quirky, cozy, and fun in Bushwick! ",$94/night, 95%  ,Bushwick ,Loft,2,1
 Cozy One Bedroom in Upper East Side proper ,$155/night, 97%  ,Carnegie Hill ,Apartment,1,1
 Lovely Eco-friendly apartment. ,$57/night, 93%  ,Blissville ,Apartment,1,1
 Charming 1br loft in Brooklyn ,$146/night, 34%  ,Blissville ,Serviced apartment,N/A,1
 Brand New Cozy Woodside Studio- Close to NYC ,$95/night, 87%  ,Maspeth ,Apartment,1,1
 GRAND CENTRAL MIDTOWN CLEAN ONE-BEDROOM APARTMENT ,$142/night, 75%  ,Sutton Place ,Apartment,1,1
 GREAT COZY APT ,$113/night, 78%  ,Manhattanville ,Apartment,1,1
 Sunny full main floor apartment in Sunset Park ,$122/night, 68%  ,Borough Park ,Townhouse,2,1
 The Executive Spacious Cozy Home on the  Block. ,$86/night, 15%  ,East New York ,House,2,2
 Brand New Fully Remodeled Modern House ,$222/night, 35%  ,Maspeth ,House,4,1
 The Loft ,$375/night, 45%  ,Vinegar Hill ,Apartment,3,1
 Spacious Group Friendly 2 Level 3BR w/ Roof Deck ,$256/night, 55%  ,Brownsville ,Condominium,4,1
 Sunny Apartment in Artist Home ,$100/night, 77%  ,Bushwick ,Apartment,2,1
 Private 3 Bedroom New Modern Clean Apt-Mins to NYC ,$315/night, 79%  ,Hunters Point ,Apartment,8,2
 Cozy private studio TimesSquare Perfect Location ,$160/night, 93%  ,Tudor City ,Apartment,2,1
 Tranquility Suite ,$177/night, 47%  ,Canarsie ,Apartment,2,1
 Newly Renovated 1 Bedroom Apartment Hell's Kitchen ,$194/night, 89%  ,Midtown ,Apartment,1,1
 The Apartment @ 1393 ,$150/night, 56%  ,East Flatbush ,Apartment,3,1
 Newly Renovated Studio Apt ,$95/night, 33%  ,Wingate ,Guest suite,3,1
 Central Park Smart Home ,$327/night, 84%  ,Central Park ,Apartment,1,1.5
 Originally Maxs Kansas City Historic UnionSqr Loft ,$638/night, 78%  ,Flatiron District ,Apartment,8,2
 Beautiful 4BDR Historic Home Bronx NYC ,$237/night, 50%  ,Marble Hill ,House,4,3
 Cobble Hill Brooklyn....SUPER PRIME 1BR - full apt ,$271/night, 49%  ,Park Slope ,Condominium,1,1
 Brownstone Duplex with Private Outdoor Patio! ,$301/night, 64%  ,Manhattanville ,Townhouse,3,2
" Bushwick Garden Flat (Brooklyn, NY) ",$157/night, 60%  ,Bushwick ,Guest suite,2,1
 Luxurious & Breathtaking 1BR in Midtown / Times Sq ,$259/night, 96%  ,Clinton ,Condominium,1,1
 LARGE DUPLEX-3BR/3BA Williamsburg Townhouse+GARDEN ,$344/night, 56%  ,Stuyvesant Town ,Apartment,5,3
 BRIGHT & CLEAN UNION SQ GEM APT! 700 SQF ALL YOURS ,$135/night, 71%  ,NoHo ,Apartment,1,1
 Charming Studio in Brooklyn ,$137/night, 89%  ,Park Slope ,Apartment,N/A,1
" Private suite near NYC Ferry, Front ",$103/night, 81%  ,Bay Ridge ,Townhouse,1,1
 NEW Large BEAUTIFUL STUDIO -  Williamsburg! ,$143/night, 63%  ,Greenpoint ,Apartment,2,1
 Lovely 4BR/4BA + Private Garden Williamsburg ,$347/night, 90%  ,Stuyvesant Town ,Townhouse,6,4
 Cozy private Apartment in Convenient Neighborhood ,$103/night, 69%  ,Maspeth ,Apartment,2,1
 Studio Apartment Near Express Subway to Manhattan ,$56/night, 75%  ,Briarwood ,House,1,1
 Cute Cozy Apartment in Convenient Neighborhood ,$92/night, 37%  ,Jackson Heights ,Apartment,2,1
 Queens Village relaxing place ,$59/night, 91%  ,Cambria Heights ,Apartment,1,1
 Studio apartment near JFK airport /Free parking ,$105/night, 48%  ,Jamaica ,Apartment,1,1
 Spacious Brooklyn Brownstone Apt. ,$117/night, 94%  ,Clinton Hill ,Apartment,2,1
" Spacious Duplex Loft Apt, Dtwn Bklyn, Near TRAINS ",$192/night, 87%  ,Park Slope ,Loft,2,1
 Sunny and Spacious!Awesome Central Harlem 2br ,$125/night, 68%  ,Harlem ,Apartment,3,1
 Studio apt direct access to Mantattan and Brooklyn ,$60/night, 94%  ,New Springville ,Guest suite,2,1
 Cozy 2 Bedroom in the heart of Times Square ,$208/night, 90%  ,Tudor City ,Apartment,2,1
 Cozy & Modern Brooklyn Getaway ,$104/night, 16%  ,Brownsville ,House,2,1
 Clean 2BR Park Slope Apt w/ Private Outdoor Space ,$139/night, 74%  ,Park Slope ,Apartment,2,1
 Middle village ,$250/night, 3%  ,Rego Park ,Apartment,2,1
 Bronx Charm 20 mins to NYC ,$78/night, 90%  ,University Heights ,Apartment,2,1
 Spacious apartment with a balcony and rooftop ,$109/night, 100%  ,Clinton Hill ,Apartment,2,1
 Cozy and Welcoming Upper East Side NYC Studio! ,$96/night, 99%  ,Carnegie Hill ,Apartment,1,1
" Enjoy Fireplace, Deck, King Bed in Park Slope! ",$157/night, 35%  ,Park Slope ,Apartment,1,1
 Spacious Studio in the City close to all! ,$141/night, 90%  ,Carnegie Hill ,Condominium,1,1
 A Garden Suite - Mott Haven Townhouse Studio ,$99/night, 98%  ,Port Morris ,Townhouse,1,1
 THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES ,$205/night, 88%  ,East Village ,Apartment,2,1
 Peaceful 1 Bedroom in the East Village ,$153/night, 88%  ,East Village ,Apartment,1,1
 Gorgeous Clinton Hill Brooklyn 1BR Garden Apt ,$101/night, 90%  ,Clinton Hill ,Apartment,4,1.5
 Modern Harlem Hamilton Heights Garden Apartment ,$145/night, 75%  ,Hamilton Heights ,Apartment,1,1
 Private Brownstone  Basement Studio Seasonal Space ,$69/night, 79%  ,Bushwick ,Apartment,1,1
 Exquisitely clean and beautiful UES apt home. ,$258/night, 51%  ,Carnegie Hill ,Apartment,2,1
 Quiet Brooklyn 1 BR ,$110/night, 84%  ,Wingate ,Apartment,1,1
 Light-filled classic Central Park  ,$99/night, 98%  ,Carnegie Hill ,Apartment,1,1
 MODERN STYLISH PENTHOUSE SUITE @ CENTRAL PARK ,$190/night, 68%  ,Harlem ,Apartment,2,1
 GloRia's Pod ,$112/night, 48%  ,Queens Village ,Apartment,2,1
" NYC Yankee Village, 15 mins to Columbus Circle. ",$121/night, 54%  ,Concourse ,Apartment,4,1
 1BR APT in Morningside Heights ,$132/night, 94%  ,Harlem ,Apartment,2,1
" ""Bed & Bagel,"" your sunlit, solar-powered loft! ",$197/night, 69%  ,Bushwick ,Apartment,3,1
 Cozy Brownstone Apartment in South Harlem ,$106/night, 66%  ,Manhattanville ,Apartment,1,1
 Large One Bedroom in NYC Brownstone ,$174/night, 52%  ,Manhattanville ,Apartment,2,1
 Elegant Studio ,$181/night, 67%  ,Tudor City ,Apartment,1,1
" LARGE HOUSE, 8 BEDS, HUGE KITCHEN-NYC, JFK, PRKING ",$270/night, 62%  ,Belle Harbor ,House,7,2
" Fun, Stylish, 3 Bedroom Pad 20 Mins to Midtown ",$249/night, N/A%  ,Hamilton Heights ,Apartment,3,1
 Cozy  New Yorkers home away from home ,$86/night, 48%  ,East New York ,House,4,2
 Diamond Peach ,$71/night, 55%  ,Canarsie ,Townhouse,1,1
 Brooklyn's Finest 1BR APT in BedStuy/Clinton Hill ,$99/night, 48%  ,Clinton Hill ,Condominium,1,1.5
" Cozy, Private Guest Suite Near JFK, LGA & NYC ** ",$77/night, 61%  ,Rego Park ,Apartment,1,1
 Quaint Retreat live like a local 2 ,$124/night, 29%  ,Brownsville ,Apartment,1,1
 LOLA'S NEST-One Bedroom apt-8 mins from NY JFK ,$85/night, 77%  ,Cambria Heights ,House,1,1
 Newly Renovated/Historic-Landmarked Brownstone! ,$129/night, 76%  ,Hamilton Heights ,Apartment,1,1
 Heart of Brooklyn Heights ,$194/night, 53%  ,Cobble Hill ,Apartment,2,1
 2br. Luxury Building in Upper East ,$320/night, 100%  ,Carnegie Hill ,Apartment,3,1
 Grand Central Gem ,$194/night, 89%  ,Midtown ,Apartment,1,1
 Newly renovated house ,$124/night, 36%  ,Clinton Hill ,Apartment,2,1
 GSG Inn - A totally private historic landmark inn ,$119/night, 35%  ,New Brighton ,Guest suite,3,1
 Gorgeous 4 BED Apt in New York ,$398/night, 100%  ,Financial District ,Loft,6,1
 Cozy townhouse with an amazing back yard ,$146/night, 76%  ,Bushwick ,Apartment,2,1
 Entire floor in Brooklyn Townhouse w/large patio ,$151/night, 92%  ,Navy Yard ,Apartment,1,1
 LOLA'S NEST-One Bedroom apt-8 mins from NY JFK ,$85/night, 77%  ,Cambria Heights ,House,1,1
 Newly Renovated/Historic-Landmarked Brownstone! ,$129/night, 76%  ,Hamilton Heights ,Apartment,1,1
 Heart of Brooklyn Heights ,$194/night, 53%  ,Cobble Hill ,Apartment,2,1
 2br. Luxury Building in Upper East ,$320/night, 100%  ,Carnegie Hill ,Apartment,3,1
 Grand Central Gem ,$194/night, 89%  ,Midtown ,Apartment,1,1
 Newly renovated house ,$124/night, 36%  ,Clinton Hill ,Apartment,2,1
 GSG Inn - A totally private historic landmark inn ,$119/night, 35%  ,New Brighton ,Guest suite,3,1
 Gorgeous 4 BED Apt in New York ,$398/night, 100%  ,Financial District ,Loft,6,1
 Cozy townhouse with an amazing back yard ,$146/night, 76%  ,Bushwick ,Apartment,2,1
 Entire floor in Brooklyn Townhouse w/large patio ,$151/night, 92%  ,Navy Yard ,Apartment,1,1
 BEST of Bushwick Brooklyn / Subway 1 blk/NYC 15min ,$138/night, 39%  ,Bedford Stuyvesant ,Apartment,1,1
 Beautiful Renovated Studio in the City! ,$141/night, 93%  ,NoHo ,Apartment,1,1
 Modern Cozy & Clean Private 3 Bedroom Mins to NYC ,$312/night, 70%  ,Hunters Point ,Apartment,5,2
 Quaint Studio Space ,$67/night, 62%  ,East New York ,Townhouse,2,1
 2 bedroom third floor in the heart of Brooklyn. ,$42/night, 93%  ,Flatbush ,House,3,1
 Long Island City Living ,$124/night, 62%  ,Hunters Point ,Apartment,1,1
" Cozy Quiet Clean 1BR APT in Hudson Heights, NYC! ",$102/night, 39%  ,Washington Heights ,Apartment,2,1
 Clean & quiet home on quiet block ,$96/night, 97%  ,Bergen Beach ,Apartment,1,1
 Stylish 1 BD - 10 min to Manhattan & Central Park ,$120/night, 79%  ,Woodside ,Apartment,1,1
 Cozy Brooklyn Oasis 2 ,$82/night, 39%  ,Bedford Stuyvesant ,Townhouse,3,1
 A peaceful place in the heart of Inwood ,$130/night, 43%  ,Inwood ,Apartment,1,1
" Fabulous, Spacious Studio by CP. An Artful Retreat ",$150/night, 94%  ,Carnegie Hill ,Apartment,2,1
 Charming Park Slope Brownstone ,$248/night, 97%  ,Park Slope ,Townhouse,4,2
 Quaint and Large midtown 1Bed next to Empire state ,$176/night, 94%  ,NoHo ,Apartment,1,1
 Modern Unique Studio in NYC ,$135/night, 65%  ,Woodside ,Apartment,2,1
 Cozy Apartment in Brooklyn ,$84/night, 86%  ,Canarsie ,Apartment,1,1
 Charming Apartment by Central Park & Museum Mile. ,$166/night, 75%  ,Carnegie Hill ,Apartment,1,1
 2 bed 1 Bath Washer Dryer huge terrace ,$224/night, 64%  ,Carnegie Hill ,Apartment,2,1
" 2 Bed, 2 Bath Apartment on Central Park West ",$345/night, 100%  ,Carnegie Hill ,Apartment,4,2
 East Village Studio ,$190/night, 85%  ,NoHo ,House,2,1
 Spacious 1 bedroom in lower Westchester County ,$87/night, 64%  ,Eastchester ,Apartment,2,1
 Artist's 1 bedroom w/ views to Manhattan ,$197/night, 65%  ,Greenpoint ,Apartment,2,1
 Lenox Suit Hotel Themed Studio ,$96/night, 82%  ,Port Morris ,Apartment,1,1
 *Beautiful 2BR*Flatiron*Near Subway*30 day minimum ,$323/night, 59%  ,NoHo ,Apartment,4,1
 Modern 3BR/2Bath Home 10 mins From JFK ,$200/night, 40%  ,St. Albans ,House,5,2
 1 Bedroom apartment ,$143/night, 99%  ,Carnegie Hill ,Apartment,1,1
 Lux 2 bedroom in heart of Wall street ,$262/night, 87%  ,DUMBO ,Apartment,2,1
 3BR Townhouse w BBQ - near Subway & Prospect Park ,$176/night, 58%  ,Flatbush ,Townhouse,3,1.5
" Large, beautiful and elegant, clean studio舒适洁净的保证 ",$102/night, 82%  ,Flushing ,Condominium,2,1
 The Pop! Art Penthouse: safe/quiet/family-friendly ,$277/night, 56%  ,Harlem ,Townhouse,5,1
 3rd Floor / Two-Bedroom Apartment in Dyker Heights ,$79/night, 73%  ,Bensonhurst ,Apartment,3,1
 Huge Newly Renovated 2 Bedroom Duplex in Bushwick ,$120/night, 58%  ,Bushwick ,Apartment,3,1
 Lovely two bedroom apartment in Manhattan NYC ,$141/night, 89%  ,High Bridge ,Apartment,3,1
 Cozy Apartment in Upper East Side ,$179/night, 73%  ,Carnegie Hill ,Apartment,1,1
 Spacious Cozy Apt with Private Back Yard and a Cat ,$136/night, 52%  ,Carnegie Hill ,Apartment,2,1
 Cozy Manhattan 1 BR ,$100/night, 95%  ,Hunters Point ,Apartment,1,1
 Charming 2bedroom Apartment in the Lower East Side ,$239/night, 63%  ,DUMBO ,Apartment,2,1
 Charming Cobble Hill Brownstone with Backyard. ,$266/night, 64%  ,Park Slope ,Townhouse,5,2.5
 Comfy Cobble Hill home for your NYC/Brooklyn stay. ,$123/night, 71%  ,Red Hook ,Apartment,1,1
" Clean, Comfortable Home away from home ",$96/night, 84%  ,Brownsville ,House,2,1
 25% OFF Jan + Feb • Sunny Manhattan Penthouse ,$492/night, 19%  ,Financial District ,Apartment,2,1
 Beautiful apartment in great Harlem neighborhood ,$132/night, 94%  ,Manhattanville ,Apartment,2,1
 Charming 1875 Victorian ,$133/night, 82%  ,Clinton Hill ,Apartment,2,1
 Charming 2 BR Walk-up in a Private Victorian House ,$120/night, 98%  ,Flatbush ,House,4,1
 Chill modern garden apartment in Crown Heights ,$111/night, 74%  ,Brownsville ,Apartment,1,1
 Renovated private apartment close to subway train ,$110/night, 39%  ,Flatbush ,Guest suite,3,1
" Entire Home for 8 Guests, Fully Equipped ",$233/night, 39%  ,Flushing ,House,4,2
 Studio Flat in Williamsburg  Ny  2/4 Guest ,$111/night, 65%  ,Navy Yard ,Apartment,2,1
 Crown Heights Guest House B ,$61/night, 70%  ,Wingate ,Apartment,4,1
 Cozy private apartment in the heart of Bed-Stuy. ,$104/night, 30%  ,Bedford Stuyvesant ,Apartment,1,1
" 2 Blocks from Times Square, Centrally Located! ",$173/night, 91%  ,Tudor City ,Apartment,4,1
 UES Manhattan full service doorman building 2 BR ,$467/night, 56%  ,Sutton Place ,Apartment,2,1
 Newly Renovated Brownstone Brooklyn Apartment ,$176/night, 66%  ,Wingate ,Guest suite,3,1
 Private bedroom near Central Park! ,$157/night, 72%  ,East Harlem ,Apartment,1,1
 Luxury 2 Bed / 2 Bath Apt 3 Blocks to Central Park ,$193/night, 79%  ,Carnegie Hill ,Condominium,2,2
" Luxury Furnished 1 bedro, Bay Ridge ",$89/night, 58%  ,Fort Hamilton ,Apartment,1,1
 Tranquil Parkside Oasis ,$128/night, 50%  ,East Village ,Apartment,1,1
 Cozy 2BR in Rockefeller Center / Times Square ,$278/night, 59%  ,Sutton Place ,Apartment,2,1
 Bohemian chic Brooklyn floor thru ,$133/night, 65%  ,Clinton Hill ,Apartment,2,1
" Light-filled, cozy apartment -convenient location! ",$102/night, 88%  ,Woodside ,Apartment,1,1
 The Long House - Williamsburg! ,$149/night, 100%  ,Greenpoint ,Apartment,1,1
 Cozy Studio near all Attractions in NYC. ,$75/night, 70%  ,Brighton Beach ,Apartment,2,1
 Comfortable 1 Bedroom Apartment ,$89/night, 72%  ,Bath Beach ,Apartment,1,1
 Separate 2 Bedroom Apartment located inside Loft. ,$193/night, 90%  ,NoHo ,Apartment,2,1
 Slice of Heaven @ 811 ,$249/night, 59%  ,Wingate ,Townhouse,4,1
